iter	Logloss
250	0.5885165564
251	0.588476319
252	0.5883859217
253	0.5883195733
254	0.5882809227
255	0.5882262992
256	0.5881795855
257	0.5881515909
258	0.5881070549
259	0.5880035754
260	0.5879195966
261	0.5878531222
262	0.5877874255
263	0.5877263842
264	0.5876996575
265	0.5876531828
266	0.5875739138
267	0.5875067254
268	0.5874530687
269	0.5873794123
270	0.5872920381
271	0.5871892652
272	0.5870905974
273	0.587011628
274	0.5869566056
275	0.5868791253
276	0.5868357034
277	0.5867950434
278	0.5867381458
279	0.5866897945
280	0.5866336355
281	0.586548332
282	0.5865071609
283	0.5864630191
284	0.5864147094
285	0.5863446485
286	0.5863062419
287	0.5862373592
288	0.5861845151
289	0.5861016508
290	0.5860738919
291	0.5860147737
292	0.5859134984
293	0.585841583
294	0.585784077
295	0.5857568107
296	0.5857148212
297	0.5856636075
298	0.5856235625
299	0.5856018439
300	0.585546598
301	0.5855003105
302	0.5854641453
303	0.5854312553
304	0.5853503686
305	0.5853139741
306	0.5852611779
307	0.5852170651
308	0.5851756361
309	0.585126369
310	0.5850884173
311	0.585050852
312	0.5850401812
313	0.5849884332
314	0.5849214164
315	0.5848558995
316	0.5848297481
317	0.5847497159
318	0.5847387024
319	0.5846934458
320	0.5846402035
321	0.5845868902
322	0.5845694237
323	0.5845055807
324	0.5844120715
325	0.5843599789
326	0.584287394
327	0.5841337872
328	0.5840510326
329	0.5839959247
330	0.5839811185
331	0.5838927802
332	0.5838758027
333	0.5838426086
334	0.5837967125
335	0.5837463389
336	0.5836795937
337	0.5836281745
338	0.5835732693
339	0.583521455
340	0.5834646374
341	0.5833987189
342	0.5833503175
343	0.5832931039
344	0.5832179887
345	0.5831418651
346	0.5831006902
347	0.5830285717
348	0.5829550649
349	0.5829324336
350	0.5828996138
351	0.5828871123
352	0.5828557782
353	0.5827424921
354	0.5826883073
355	0.5826314084
356	0.5826008038
357	0.5825849136
358	0.5824565249
359	0.5823716044
360	0.5822494813
361	0.5821659552
362	0.5821481583
363	0.5821014086
364	0.582091768
365	0.5819999455
366	0.58192354
367	0.5818563024
368	0.5817897808
369	0.5817678651
370	0.5817190085
371	0.5816346175
372	0.581615009
373	0.5816045521
374	0.5815252989
375	0.5814631955
376	0.5814149281
377	0.5813612832
378	0.5812903253
379	0.5812458616
380	0.5811898241
381	0.5811548874
382	0.5810939756
383	0.5810233193
384	0.5809400529
385	0.5808651341
386	0.5808580349
387	0.5807846946
388	0.5807717135
389	0.5807267072
390	0.5807159127
391	0.5807123642
392	0.5806928133
393	0.5806289463
394	0.5805768061
395	0.5805269685
396	0.5804770793
397	0.5804243177
398	0.580357611
399	0.5803145869
400	0.5802517679
401	0.5802091037
402	0.5801703138
403	0.5801618655
404	0.5800914478
405	0.5800274088
406	0.5799861279
407	0.5799646213
408	0.5799080464
409	0.5798478092
410	0.5797655914
411	0.5797262943
412	0.5796547813
413	0.5796385739
414	0.5795716454
415	0.5795133336
416	0.5795069801
417	0.5794895547
418	0.5794257763
419	0.5793699507
420	0.5793630748
421	0.5792947821
422	0.5792782938
423	0.5792555039
424	0.5792490714
425	0.5791910047
426	0.5791506307
427	0.5791037689
428	0.5790754917
429	0.5790001792
430	0.5789050936
431	0.5788580231
432	0.5788019611
433	0.5787661033
434	0.5787135707
435	0.5786683627
436	0.5786312159
437	0.5785974052
438	0.5785256942
439	0.5784901622
440	0.5783989871
441	0.5783879471
442	0.5783858134
443	0.5783324254
444	0.5783101231
445	0.5782315233
446	0.5782007658
447	0.5781555457
448	0.5781012236
449	0.5781004352
450	0.5780830725
451	0.5780513927
452	0.5780086216
453	0.5779406613
454	0.5779199081
455	0.5778459173
456	0.57782985
457	0.5778000799
458	0.5777899639
459	0.5777478594
460	0.5776692362
461	0.5776173771
462	0.5775712661
463	0.5775393167
464	0.5775298561
465	0.5775229742
466	0.5775057621
467	0.5774397691
468	0.5773963953
469	0.5773450889
470	0.5772782753
471	0.5772316851
472	0.5771962936
473	0.5771042305
474	0.5770416854
475	0.576970915
476	0.5769619382
477	0.5769590366
478	0.5769214559
479	0.5768535875
480	0.5767783532
481	0.576733483
482	0.5766845309
483	0.5766663358
484	0.5766273445
485	0.5765780239
486	0.5765385341
487	0.5764963476
488	0.5764727029
489	0.5764103255
490	0.5763613135
491	0.5763164146
492	0.5762702125
493	0.576203052
494	0.5761462594
495	0.5761186494
496	0.5760531367
497	0.5760334159
498	0.5759696368
499	0.5759575028
500	0.5759273332
501	0.5758674176
502	0.5758061429
503	0.5757713116
504	0.5757398466
505	0.5757032977
506	0.5756450354
507	0.5756154983
508	0.5755541193
509	0.5754832377
510	0.5754123258
511	0.5753615351
512	0.5753069876
513	0.5752449514
514	0.575211575
515	0.5751381269
516	0.5750783617
517	0.5750436732
518	0.5750003673
519	0.5749999343
520	0.5749745681
521	0.5749323435
522	0.5748807296
523	0.5748399048
524	0.5747846246
525	0.5747668399
526	0.5747233788
527	0.5747105662
528	0.5746617688
529	0.5746324641
530	0.5746075544
531	0.5745520198
532	0.5745366204
533	0.5744752549
534	0.5744436644
535	0.5744364726
536	0.5744288661
537	0.5744175608
538	0.5743949361
539	0.5743604425
540	0.5743093741
541	0.5742736116
542	0.5742709438
543	0.5742512128
544	0.5742380006
545	0.5741880517
546	0.5741541509
547	0.5740870034
548	0.5740405685
549	0.5739483873
550	0.5739246895
551	0.5738987224
552	0.5738611912
553	0.5738066935
554	0.5737753101
555	0.57374041
556	0.5736970375
557	0.5736789126
558	0.5736184026
559	0.5735579556
560	0.5734698887
561	0.5734171068
562	0.5733993439
563	0.5733502875
564	0.57329989
565	0.5732702926
566	0.5732311922
567	0.5731902483
568	0.5731622804
569	0.5731107821
570	0.5730913166
571	0.5730456635
572	0.5729862879
573	0.5729362845
574	0.5729086051
575	0.5728390483
576	0.5727877744
577	0.5727443324
578	0.5726935742
579	0.5726512513
580	0.5726009397
581	0.5725681227
582	0.5724981415
583	0.5724487576
584	0.5724209935
585	0.5723826941
586	0.5723699276
587	0.5723571327
588	0.5723126577
589	0.5722565826
590	0.5721670301
591	0.5720903775
592	0.5720590664
593	0.5720225807
594	0.5720027865
595	0.5719610068
596	0.5719348977
597	0.5719024218
598	0.5718838622
599	0.571828846
600	0.571758785
601	0.5717193234
602	0.5716570812
603	0.5716152061
604	0.5715851734
605	0.5715537858
606	0.571462471
607	0.5714343927
608	0.5714024925
609	0.5713503483
610	0.5713140111
611	0.5712896892
612	0.5712439182
613	0.5712427733
614	0.5712382957
615	0.5712261948
616	0.5711532067
617	0.5711165458
618	0.5711114659
619	0.5710582955
620	0.5710218247
621	0.5709398829
622	0.5708929668
623	0.5708214066
624	0.5707899438
625	0.5707554268
626	0.5707325331
627	0.570724775
628	0.5707144222
629	0.5706430193
630	0.570601897
631	0.5705738555
632	0.5705243324
633	0.5704668592
634	0.570439514
635	0.5703625378
636	0.5703137719
637	0.5702326573
638	0.5701765081
639	0.5701580169
640	0.5701235463
641	0.5700674217
642	0.5700303081
643	0.5699882363
644	0.5699242723
645	0.5698953361
646	0.5698919863
647	0.5698750607
648	0.5698282327
649	0.5697981301
650	0.5697581597
651	0.5697010198
652	0.569664859
653	0.5696478613
654	0.5696004064
655	0.5695615956
656	0.5695265824
657	0.5694654977
658	0.5694087108
659	0.5693308011
660	0.5692780068
661	0.5692488852
662	0.5692046542
663	0.5691614658
664	0.5691152134
665	0.5690842384
666	0.5690565253
667	0.569040937
668	0.5689858186
669	0.5689203129
670	0.5688906987
671	0.5688214278
672	0.5687835965
673	0.5687173592
674	0.5686701856
675	0.5686288069
676	0.568589852
677	0.5685212883
678	0.5685114108
679	0.5684999848
680	0.5684648397
681	0.5684132184
682	0.5683562812
683	0.5683210342
684	0.5682620174
685	0.5681809903
686	0.5681271084
687	0.5681164735
688	0.5681058237
689	0.5680992189
690	0.5680661229
691	0.5680218769
692	0.568005708
693	0.5679676967
694	0.5679302311
695	0.5678922818
696	0.5678499564
697	0.5677964098
698	0.5677389089
699	0.5677072281
700	0.567678049
701	0.5676299446
702	0.5676052662
703	0.5675755502
704	0.5675368055
705	0.5675048232
706	0.5674913318
707	0.5674307395
708	0.5674102978
709	0.567356706
710	0.5673066714
711	0.5672831502
712	0.5672644336
713	0.5672586357
714	0.5672255528
715	0.5671992736
716	0.5671172321
717	0.5671030331
718	0.5670652055
719	0.5670141525
720	0.566956463
721	0.5669113662
722	0.5669113388
723	0.56689353
724	0.56679393
725	0.5667162452
726	0.5666936222
727	0.5666476709
728	0.5666241425
729	0.5665899925
730	0.5665550961
731	0.5665311781
732	0.5665124983
733	0.566499491
734	0.566484895
735	0.5664573852
736	0.5663999453
737	0.5663580588
738	0.5663002464
739	0.5662852337
740	0.5662643766
741	0.5662242355
742	0.5661968255
743	0.5661770434
744	0.5661236791
745	0.5661030607
746	0.5660601305
747	0.5660197306
748	0.5659549061
749	0.5659352912
750	0.5658644852
751	0.565818128
752	0.565817209
753	0.5657869956
754	0.5657265888
755	0.5656636995
756	0.5656396579
757	0.5655889878
758	0.5655414697
759	0.565509256
760	0.565480473
761	0.5654782284
762	0.5654358176
763	0.5654098485
764	0.5653782023
765	0.5653205296
766	0.5652432962
767	0.5652076622
768	0.5651837332
769	0.5651370027
770	0.5651030438
771	0.5650526571
772	0.5649716575
773	0.5649495507
774	0.5649117737
775	0.5648787291
776	0.564860189
777	0.5647953654
778	0.5647447008
779	0.5647412607
780	0.5647056748
781	0.5646753586
782	0.5646431719
783	0.5646396417
784	0.5646175682
785	0.5645488583
786	0.5645147265
787	0.564486974
788	0.5644311465
789	0.5644016382
790	0.5643469907
791	0.5643089607
792	0.5642651543
793	0.5642519934
794	0.5642171033
795	0.5641594595
796	0.564143381
797	0.5641141543
798	0.5640925769
799	0.564077833
800	0.5640646902
801	0.5640072818
802	0.5639943843
803	0.563940589
804	0.5638918018
805	0.5638579337
806	0.5638329524
807	0.5637815566
808	0.5637529512
809	0.563704331
810	0.5636729149
811	0.5636231369
812	0.5635399502
813	0.5635084701
814	0.5634580479
815	0.5634131937
816	0.5633596977
817	0.5633344128
818	0.5632778202
819	0.5632196282
820	0.5631742056
821	0.5631476547
822	0.5630964991
823	0.5630642257
824	0.5630293305
825	0.5630037984
826	0.5629816421
827	0.5629803981
828	0.5629207904
829	0.5628871599
830	0.5628697397
831	0.5628414479
832	0.5628093883
833	0.5627821632
834	0.5627585841
835	0.5627307891
836	0.5627097646
837	0.5626695086
838	0.5626394691
839	0.5625620204
840	0.5624967673
841	0.56243942
842	0.5624378303
843	0.5624143453
844	0.5623932016
845	0.5623644836
846	0.5623149668
847	0.5623037718
848	0.562265503
849	0.5622359378
850	0.5622312834
851	0.5622308082
852	0.5621966328
853	0.5621188563
854	0.562062027
855	0.5620344612
856	0.5620192766
857	0.5620013715
858	0.561947118
859	0.5618940186
860	0.5618235823
861	0.561768076
862	0.5617329373
863	0.5617066578
864	0.5616535235
865	0.5616364626
866	0.5616142149
867	0.5615666814
868	0.5615184405
869	0.561480341
870	0.561446025
871	0.5614086202
872	0.5613992112
873	0.5613553616
874	0.561282818
875	0.5612559238
876	0.5611927793
877	0.5611441412
878	0.5611188068
879	0.5611180393
880	0.5610513413
881	0.5610301236
882	0.5610049564
883	0.5609961884
884	0.5609817103
885	0.5609269113
886	0.5608956306
887	0.5608659613
888	0.5608291853
889	0.5607978876
890	0.5607673217
891	0.5607121832
892	0.5607103529
893	0.5606748032
894	0.5606716652
895	0.5606439669
896	0.5605945476
897	0.5605280995
898	0.5604617547
899	0.5604413764
900	0.5603585035
901	0.5603286802
902	0.5602952559
903	0.5602716261
904	0.560251276
905	0.5602203134
906	0.5601988092
907	0.5601454978
908	0.5601150514
909	0.5600801497
910	0.5600414944
911	0.5600018655
912	0.5599818569
913	0.5599691692
914	0.5599352328
915	0.5599149722
916	0.5599071551
917	0.5598983753
918	0.5598816503
919	0.5598664758
920	0.5598243485
921	0.5597848062
922	0.5597572577
923	0.5597108223
924	0.5596872152
925	0.5596811825
926	0.5596439562
927	0.5596001091
928	0.5595637511
929	0.559527447
930	0.5595018201
931	0.5594913266
932	0.5594585672
933	0.5594277438
934	0.5594021583
935	0.5593527731
936	0.5593399425
937	0.5592809388
938	0.5592611594
939	0.5592235636
940	0.5592002609
941	0.5591341265
942	0.5591287003
943	0.5591286725
944	0.5590966412
945	0.5590670796
946	0.5590437392
947	0.5590148696
948	0.5589920869
949	0.558988702
950	0.5589566847
951	0.5589116481
952	0.5588375231
953	0.5588331567
954	0.5587460653
955	0.5587458446
956	0.558725229
957	0.5587198453
958	0.5586942287
959	0.5586584403
960	0.5586469378
961	0.5586420174
962	0.558591966
963	0.5585851699
964	0.5585647801
965	0.5585344017
966	0.5584725207
967	0.5584306689
968	0.5583927633
969	0.5583489887
970	0.5583295568
971	0.5583248547
972	0.5582972192
973	0.5582524161
974	0.5581950217
975	0.5581551698
976	0.5581126962
977	0.5580774443
978	0.5580254884
979	0.5580057426
980	0.5579564848
981	0.5579340045
982	0.5579135965
983	0.5578939744
984	0.5578779449
985	0.5578751178
986	0.5578489811
987	0.5578263784
988	0.5577734631
989	0.5577592826
990	0.5577149288
991	0.5576745471
992	0.5576720794
993	0.5576117609
994	0.5575827271
995	0.5575630813
996	0.5575335705
997	0.5574960871
998	0.5574636067
999	0.5574082199
